UNITID,LEXP100K,LCOLELYN,XLPBOOKS,LPBOOKS,XLEBOOKS,LEBOOKS,XLEDATAB,LEDATAB,XLPMEDIA,LPMEDIA,XLEMEDIA,LEMEDIA,XLPSERIA,LPSERIA,XLESERIA,LESERIA,XLPCOLLC,LPCLLCT,XLECOLLC,LECLLCT,XLTCLLCT,LTCLLCT,XLPCRCLT,LPCRCLT,XLECRCLT,LECRCLT,XLTCRCLT,LTCRCLT,LILLDYN,XLILLDPR,LILLDPR,XLILLDRC,LILLDRC,LILSYN,XLSTOTAL,LSTOTAL,XLSLIBRN,LSLIBRN,XLSOPROF,LSOPROF,XLSOPAID,LSOPAID,XLSSTAST,LSSTAST,XLBRANCH,LBRANCH,XSALWAG,LSALWAG,LFRNGBYN,XLFRNGBN,LFRNGBN,XLEXMSBB,LEXMSBB,XLEXMSCS,LEXMSCS,XLEXMSOT,LEXMSOT,XLEXMSTL,LEXMSTL,XLEXOMPS,LEXOMPS,XLEXOMOT,LEXOMOT,XLEXOMTL,LEXOMTL,XLEXPTOT,LEXPTOT,LSWMSOM 
180106,1,2,R,54281,R,722065,R,341,R,1965,R,81852,R,162,R,115562,R,56408,R,919820,R,976228,R,1478,R,22184,R,23662,1,R,265,R,360,1,R,6.96,R,3.93,R,0.63,R,0,R,2.4,R,0,R,347678,1,R,63636,R,13012,R,141624,R,11566,R,166202,R,9473,R,38920,R,48393,R,625909,562273
180151,2,2,R,15258,R,230755,R,71,R,700,R,210,Z,0,Z,0,R,15958,R,231036,R,246994,R,100,R,251,R,351,1,R,0,R,0,1,R,1,R,1,R,0,R,0,R,0,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,,A,,A,,.
180160,1,2,R,15911,R,565804,R,3,R,1793,R,9064,R,412,R,111923,R,18116,R,686794,R,704910,R,2102,R,600,R,2702,1,R,12,R,0,1,R,4,R,3,R,0,R,0,R,1,R,0,R,106518,1,R,45131,R,14363,R,7464,R,0,R,21827,R,0,R,0,R,0,R,173476,128345
180179,1,2,R,140175,R,792936,R,203,R,2589,R,115902,R,1290,R,142006,R,144054,R,1051047,R,1195101,R,2162,R,123809,R,125971,1,R,470,R,399,1,R,11,R,5,R,0,R,4,R,2,R,0,R,420475,2,Z,0,R,44534,R,185550,R,1489,R,231573,R,5820,R,56700,R,62520,R,714568,714568
180197,1,2,R,14842,R,307313,R,172,R,3819,R,3229,R,50,R,120070,R,18711,R,430784,R,449495,R,1296,R,7245,R,8541,1,R,197,R,82,1,R,3.76,R,1,R,2,R,0.28,R,0.48,R,0,R,149474,1,R,61461,R,7391,R,32820,R,20,R,40231,R,1699,R,31712,R,33411,R,284577,223116
180203,2,2,R,7450,R,0,R,56,R,125,R,0,R,11,R,0,R,7586,R,56,R,7642,R,85,R,720,R,805,1,R,0,R,0,1,R,1,R,0,R,0,R,1,R,0,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,,A,,A,,.
180212,1,2,R,12251,R,344252,R,24,R,1802,R,34162,R,43,R,3544,R,14096,R,381982,R,396078,R,7444,R,1812,R,9256,1,R,99,R,43,1,R,2.5,R,1,R,0,R,1.5,R,0,R,0,R,81618,1,R,18910,R,12107,R,3161,R,22817,R,38085,R,0,R,35000,R,35000,R,173613,154703
180249,1,2,R,5601,R,293520,R,173,R,865,R,32744,R,724,R,312220,R,7190,R,638657,R,645847,R,387,R,9154,R,9541,1,R,37,R,29,1,R,6,R,1,R,1,R,1,R,3,R,0,R,119367,1,R,52199,R,1665,R,42584,R,7508,R,51757,R,0,R,7877,R,7877,R,231200,179001
180258,1,2,R,47281,R,387849,R,118,R,0,R,110,R,265,R,111841,R,47546,R,499918,R,547464,R,166,R,5481,R,5647,1,R,1219,R,80,1,R,3.5,R,1,R,0,R,1,R,1.5,R,0,R,75739,1,R,14501,R,21220,R,56170,R,7192,R,84582,R,0,R,19582,R,19582,R,194404,179903
180276,1,2,R,8784,R,697497,R,146,R,600,R,7052,R,39,R,201536,R,9423,R,906231,R,915654,R,1029,R,4850,R,5879,1,R,139,R,103,1,R,2.7,R,2,R,0.6,R,0,R,0.1,R,1,R,123438,1,R,57310,R,5594,R,42803,R,0,R,48397,R,0,R,1861,R,1861,R,231006,173696
180328,1,2,R,14100,R,4600,R,0,R,2550,R,0,R,1000,R,0,R,17650,R,4600,R,22250,R,3050,R,30,R,3080,1,R,160,R,50,1,R,8,R,5,R,2,R,0,R,1,R,0,R,334464,1,R,83616,R,125,R,22,R,50000,R,50147,R,11000,R,500,R,11500,R,479727,396111
180373,2,2,R,8057,R,250198,R,71,R,732,R,0,R,18,R,0,R,8807,R,250269,R,259076,R,170,R,1358,R,1528,1,R,0,R,5,1,R,1.5,R,1,R,0,R,0.5,R,0,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,,A,,A,,.
180416,1,2,R,59751,R,790574,R,144,R,15472,R,129015,R,1631,R,83229,R,76854,R,1002962,R,1079816,R,3618,R,36257,R,39875,1,R,1585,R,170,1,R,8.19,R,3,R,0.5,R,4,R,0.69,R,0,R,233214,1,R,99832,R,378,R,294728,R,2604,R,297710,R,26255,R,23644,R,49899,R,680655,580823
180461,1,2,R,446858,R,1785203,R,321,R,94234,R,134596,R,16272,R,178090,R,557364,R,2098210,R,2655574,R,9276,R,666971,R,676247,1,R,902,R,2048,1,R,65,R,22,R,3,R,30,R,10,R,0,R,2786442,2,Z,0,R,707727,R,4889136,R,244487,R,5841350,R,1958,R,455411,R,457369,R,9085161,9085161
180489,1,2,R,893294,R,897649,R,188,R,371204,R,27163,R,36582,R,222055,R,1301080,R,1147055,R,2448135,R,15851,R,442747,R,458598,1,R,5600,R,3242,1,R,47.56,R,10,R,3,R,26.5,R,8.06,R,1,R,2172245,1,R,856932,R,50853,R,2748220,R,22303,R,2821376,R,528,R,419471,R,419999,R,6270552,5413620
180522,1,2,R,99451,R,510699,R,151,R,1443,R,21824,R,2317,R,144508,R,103211,R,677182,R,780393,R,386,R,13984,R,14370,1,R,35,R,7,1,R,7,R,2,R,1,R,1,R,3,R,0,R,207067,2,Z,0,R,6177,R,44707,R,22500,R,73384,R,1867,R,21415,R,23282,R,303733,303733
180595,1,2,R,49899,R,316695,R,151,R,1888,R,91946,R,370,R,59397,R,52157,R,468189,R,520346,R,1728,R,25293,R,27021,1,R,299,R,376,1,R,6.4,R,1.75,R,1,R,0,R,3.65,R,0,R,127661,1,R,41036,R,25300,R,77167,R,9593,R,112060,R,0,R,11300,R,11300,R,292057,251021
180647,1,2,R,56820,R,287827,R,12,R,3543,R,0,R,40,Z,0,R,60403,R,287839,R,348242,R,2003,R,932,R,2935,1,R,642,R,112,1,R,4,R,2,R,1,R,1,R,0,R,0,R,134128,1,R,52910,R,8800,R,17000,R,0,R,25800,R,0,R,0,R,0,R,212838,159928
180692,1,2,R,76726,R,579203,R,589,R,3295,R,0,R,60,R,0,R,80081,R,579792,R,659873,R,5024,R,90372,R,95396,1,R,391,R,50,1,R,13,R,1,R,2,R,0,R,10,R,0,R,152341,1,R,65508,R,17716,R,80076,R,9691,R,107483,R,0,R,9691,R,9691,R,335023,269515
180814,1,2,R,62834,R,596334,R,160,R,8655,R,119993,R,56,R,74113,R,71545,R,790600,R,862145,R,2694,R,1090536,R,1093230,1,R,743,R,383,1,R,19.5,R,9,R,3,R,7,R,0.5,R,0,R,759533,2,Z,0,R,72656,R,638249,R,3786,R,714691,R,1493,R,113361,R,114854,R,1589078,1589078
180832,1,2,R,1195,R,26973,R,62,R,42,R,1,R,1,R,127,R,1238,R,27163,R,28401,R,154,R,1925,R,2079,1,R,2116,R,772,1,R,7,R,3,R,0,R,0,R,4,R,0,R,241000,1,R,52560,R,0,R,92000,R,135000,R,227000,R,250,R,0,R,250,R,520810,468250
180878,1,2,R,2162,R,6318,R,19,R,104,R,116,R,74,R,39422,R,2340,R,45875,R,48215,R,1443,R,26949,R,28392,1,R,483,R,1280,1,R,3.4,R,3,R,0,R,0,R,0.4,R,0,R,253065,2,Z,0,R,10883,R,228568,R,0,R,239451,R,300,R,14062,R,14362,R,506878,506878
180902,1,2,R,19785,R,157608,R,44,R,1225,R,0,R,70,R,22,R,21080,R,157674,R,178754,R,1051,R,54507,R,55558,1,R,145,R,138,1,R,6.5,R,2,R,1,R,2.5,R,1,R,3,R,354533,1,R,151647,R,24369,R,89248,R,13000,R,126617,R,0,R,5489,R,5489,R,638286,486639
180948,1,2,R,85780,R,269132,R,28,R,815,R,0,R,835,R,49321,R,87430,R,318481,R,405911,R,2569,R,36998,R,39567,1,R,266,R,129,1,R,7.44,R,3,R,0,R,1.21,R,3.23,R,0,R,233911,2,Z,0,R,892,R,303038,R,4507,R,308437,R,0,R,11616,R,11616,R,553964,553964
180984,1,2,R,110164,R,18759,R,12,R,3501,R,0,R,660,R,148,R,114325,R,18919,R,133244,R,5061,R,1,R,5062,1,R,393,R,513,1,R,6.18,R,2,R,0,R,1.25,R,2.93,R,0,R,171776,2,Z,0,R,9599,R,120274,R,0,R,129873,R,1199,R,26574,R,27773,R,329422,329422
181002,1,2,R,266566,R,495057,R,205,R,4956,R,96044,R,3514,R,65263,R,275036,R,656569,R,931605,R,7327,R,317179,R,324506,1,R,1686,R,3591,1,R,40.63,R,19.5,R,2,R,12,R,7.13,R,1,R,2314480,1,R,625777,R,2375245,R,1024930,R,34183,R,3434358,R,4562,R,261612,R,266174,R,6640789,6015012
181020,1,2,R,71872,R,721759,R,169,R,4864,R,82158,R,1471,R,71283,R,78207,R,875369,R,953576,R,861,R,26407,R,27268,1,R,296,R,711,1,R,7.13,R,2,R,0,R,2,R,3.13,R,0,R,260911,2,Z,0,R,2232,R,192246,R,15682,R,210160,R,161,R,37344,R,37505,R,508576,508576
181127,1,2,R,57519,R,79829,R,46,R,5795,R,32420,R,154,R,17959,R,63468,R,130254,R,193722,R,1313,R,37534,R,38847,1,R,253,R,447,1,R,3.18,R,1,R,0,R,2,R,0.18,R,0,R,109737,1,R,65097,R,346,R,113070,R,1965,R,115381,R,0,R,2060,R,2060,R,292275,227178
181145,2,2,R,500,R,0,R,0,R,0,R,0,R,25,R,0,R,525,R,0,R,525,R,500,R,0,R,500,2,A,,A,,2,A,,A,,A,,A,,A,,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,,A,,A,,.
181215,1,2,R,223386,R,874602,R,247,R,44642,R,100582,R,4551,R,77130,R,272579,R,1052561,R,1325140,R,4433,R,189678,R,194111,1,R,756,R,1634,1,R,25.9,R,7,R,5,R,10,R,3.9,R,0,R,1320417,1,R,377648,R,40164,R,1341267,R,42809,R,1424240,R,0,R,284580,R,284580,R,3406885,3029237
181297,1,2,R,612,R,13,R,24,R,107,R,1,R,56,R,31190,R,775,R,31228,R,32003,R,171,R,162149,R,162320,1,R,450,R,337,1,R,3,R,2,R,0,R,0,R,1,R,0,R,118063,1,R,7435,R,0,R,258099,R,0,R,258099,R,0,R,380,R,380,R,383977,376542
181303,1,2,R,15643,R,61208,R,59,R,3291,R,121873,R,106,R,33630,R,19040,R,216770,R,235810,R,4787,R,73364,R,78151,1,R,221,R,343,1,R,10.5,R,3,R,0,R,7.5,R,0,R,3,R,457631,1,R,172927,R,106654,R,293579,R,18012,R,418245,R,0,R,49830,R,49830,R,1098633,925706
181312,1,2,R,49813,R,61547,R,37,R,1026,R,39529,R,33,R,59981,R,50872,R,161094,R,211966,R,549,R,13165,R,13714,1,R,84,R,135,1,R,5.41,R,2,R,0.5,R,2.58,R,0.33,R,1,R,201098,1,R,53601,R,47634,R,74749,R,722,R,123105,R,923,R,8269,R,9192,R,386996,333395
181330,1,2,R,48966,R,289226,R,32,R,836,R,0,R,0,R,37461,R,49802,R,326719,R,376521,R,1542,R,29103,R,30645,1,R,50,R,75,1,R,1,R,1,R,0,R,0,R,0,R,0,R,60825,2,Z,0,R,1396,R,85126,R,3367,R,89889,R,500,R,6000,R,6500,R,157214,157214
181394,1,2,R,664521,R,1185044,R,234,R,87381,R,327980,R,11806,R,209830,R,763708,R,1723088,R,2486796,R,13047,R,849732,R,862779,1,R,5737,R,3676,1,R,63,R,13,R,11,R,14,R,25,R,1,R,2258515,2,Z,0,R,44705,R,3045960,R,213254,R,3303919,R,0,R,233495,R,233495,R,5795929,5795929
181419,2,2,R,9311,R,0,R,7,R,320,R,0,R,0,R,0,R,9631,R,7,R,9638,R,100,R,37,R,137,1,R,10,R,20,1,R,1.5,R,1,R,0,R,0,R,0.5,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,,A,,A,,.
181428,1,2,R,25814,R,71435,R,51,R,203,R,0,R,241,R,53458,R,26258,R,124944,R,151202,R,601,R,486707,R,487308,1,R,3268,R,5005,1,R,27.76,R,17.88,R,1,R,8,R,0.88,R,0,R,1881634,1,R,537379,R,17149,R,1775616,R,0,R,1792765,R,3140,R,656494,R,659634,R,4871412,4334033
181446,1,2,R,116789,R,409734,R,55,R,10554,R,78172,R,1447,R,37983,R,128790,R,525944,R,654734,R,2865,R,78469,R,81334,1,R,1087,R,1051,1,R,10,R,3,R,2,R,0,R,5,R,0,R,302928,2,Z,0,R,10194,R,232664,R,0,R,242858,R,3000,R,57373,R,60373,R,606159,606159
181464,1,2,R,1425365,R,1264462,R,332,R,344764,R,30157,R,87883,R,114083,R,1858012,R,1409034,R,3267046,R,22208,R,2818595,R,2840803,1,R,14227,R,9222,1,R,153,R,43,R,44,R,32,R,34,R,8,R,7580072,2,R,0,R,647549,R,7502127,R,0,R,8149676,R,8930,R,2114553,R,2123483,R,17853231,17853231
181491,1,2,R,5688,Z,0,R,47,R,449,R,43070,R,81,R,30,R,6218,R,43147,R,49365,R,537,R,74758,R,75295,1,R,5,R,205,1,R,1.75,R,1,R,0.5,R,0,R,0.25,R,0,R,89970,1,R,28036,R,6563,R,88440,R,892,R,95895,R,0,R,9181,R,9181,R,223082,195046
181534,1,2,R,58846,R,513858,R,109,R,4067,R,693,R,844,R,83909,R,63757,R,598569,R,662326,R,1756,R,28623,R,30379,1,R,162,R,129,1,R,5.68,R,2,R,0,R,1,R,2.68,R,0,R,216857,1,R,296,R,6502,R,110022,R,589,R,117113,R,0,R,34038,R,34038,R,368304,368008
181543,2,2,R,10028,R,140,R,18,R,63,R,0,R,28,R,0,R,10119,R,158,R,10277,R,898,R,121,R,1019,1,R,0,R,0,1,R,1,R,0,R,0,R,1,R,0,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,,A,,A,,.
181604,1,2,R,55662,R,98219,R,33,R,1873,R,81545,R,30,R,46505,R,57565,R,226302,R,283867,R,2704,R,68390,R,71094,1,R,458,R,627,1,R,18.6,R,2.6,R,1,R,0,R,15,R,0,R,164550,2,Z,0,R,24757,R,189594,R,4803,R,219154,R,1500,R,773,R,2273,R,385977,385977
181640,1,2,R,13536,R,41641,R,65,R,992,R,42845,R,141,R,88,R,14669,R,84639,R,99308,R,1921,R,4037,R,5958,1,R,142,R,46,1,R,11.57,R,8,R,1,R,0,R,2.57,R,2,R,559236,1,R,170656,R,54648,R,275840,R,0,R,330488,R,200,R,0,R,200,R,1060580,889924
181738,1,2,R,52610,R,323354,R,82,R,1009,R,25954,R,622,R,21182,R,54241,R,370572,R,424813,R,1647,R,18809,R,20456,1,R,167,R,303,1,R,5.8,R,2,R,1,R,0,R,2.8,R,0,R,119854,1,R,31682,R,5977,R,267857,R,12923,R,286757,R,214,R,18205,R,18419,R,456712,425030
181765,2,2,R,1427753,R,1264462,R,341,R,345216,R,30157,R,88385,R,114083,R,1861354,R,1409043,R,3270397,R,76,R,1489227,R,1489303,1,R,4,R,19,1,R,3,R,1,R,0,R,0,R,2,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,,A,,A,,.
181783,1,2,R,148168,R,256701,R,63,R,26743,R,0,R,176,R,62344,R,175087,R,319108,R,494195,R,23082,R,5784,R,28866,1,R,938,R,1127,1,R,18,R,6,R,1,R,5,R,6,R,0,R,653788,1,R,241286,R,35565,R,141214,R,0,R,176779,R,4004,R,35725,R,39729,R,1111582,870296
181817,1,2,R,19778,R,322081,R,38,R,2740,R,74875,R,20,R,139862,R,22538,R,536856,R,559394,R,1845,R,16604,R,18449,1,R,93,R,205,1,R,4.13,R,1,R,1,R,0.6,R,1.53,R,0,R,122393,1,R,66332,R,29221,R,92784,R,23914,R,145919,R,0,R,16765,R,16765,R,351409,285077
181853,1,2,R,20222,R,49709,R,18,R,311,Z,0,Z,0,Z,0,R,20533,R,49727,R,70260,R,307,R,4514,R,4821,1,R,34,R,135,1,R,3.75,R,2,R,0,R,0,R,1.75,R,0,R,67883,1,R,19840,R,126,R,31024,R,1995,R,33145,R,0,R,4350,R,4350,R,125218,105378
182005,1,2,R,54310,R,316754,R,91,R,1754,R,153562,R,30,R,77523,R,56094,R,547930,R,604024,R,23371,R,477204,R,500575,1,R,662,R,752,1,R,40.36,R,15,R,3,R,13,R,9.36,R,2,R,1791118,1,R,566949,R,207981,R,789098,R,20245,R,1017324,R,0,R,103495,R,103495,R,3478886,2911937
182148,2,2,R,646,R,87486,R,56,R,71,R,57796,R,24,R,77480,R,741,R,222818,R,223559,R,5,R,1617,R,1622,2,A,,A,,1,R,1,R,1,R,0,R,0,R,0,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,,A,,A,,.
182281,1,2,R,927888,R,1839342,R,728,R,145501,R,191616,R,15913,R,161465,R,1089302,R,2193151,R,3282453,R,22938,R,2882218,R,2905156,1,R,5143,R,3444,1,R,151.57,R,51,R,41,R,31.16,R,28.41,R,4,R,8043953,1,R,2151962,R,1552235,R,8517316,R,256683,R,10326234,R,63735,R,1845697,R,1909432,R,22431581,20279619
182290,1,2,R,672675,R,1282808,R,330,R,232604,R,308084,R,29097,R,130849,R,934376,R,1722071,R,2656447,R,19688,R,1447482,R,1467170,1,R,9038,R,7198,1,R,125.6,R,26.87,R,31.18,R,39.28,R,28.27,R,4,R,6201343,1,R,1906444,R,323355,R,5722765,R,152421,R,6198541,R,12072,R,1698781,R,1710853,R,16017181,14110737
182306,1,2,R,48370,R,501695,R,73,R,796,R,340688,R,8,R,86293,R,49174,R,928749,R,977923,R,208,R,4959,R,5167,1,R,29,R,198,1,R,4,R,1,R,0,R,1,R,2,R,0,R,126399,1,R,47311,R,0,R,62062,R,0,R,62062,R,0,R,4264,R,4264,R,240036,192725
182500,1,2,R,48600,R,825030,R,102,R,1764,R,8598,R,62,R,1929345,R,50426,R,2763075,R,2813501,R,1238,R,67253,R,68491,1,R,86,R,47,1,R,11.51,R,2.33,R,1,R,5.8,R,2.38,R,3,R,502865,1,R,181263,R,57762,R,107190,R,9811,R,174763,R,877,R,28992,R,29869,R,888760,707497
182564,1,2,R,21205,R,294134,R,92,R,1422,R,0,R,17,R,22203,R,22644,R,316429,R,339073,R,508,R,119147,R,119655,2,A,,A,,1,R,13.5,R,1,R,1,R,9,R,2.5,R,1,R,250526,1,R,75810,R,4706,R,57587,R,36548,R,98841,R,0,R,4247,R,4247,R,429424,353614
182634,1,2,R,78529,R,232262,R,78,R,2599,R,40825,R,52,R,12,R,81180,R,273177,R,354357,R,1011,R,19215,R,20226,1,R,343,R,615,1,R,30.2,R,2,R,1,R,2.2,R,25,R,0,R,180075,2,Z,0,R,5773,R,117999,R,4407,R,128179,R,4300,R,47396,R,51696,R,359950,359950
182670,1,2,R,1606186,R,2093315,R,3184,R,113774,R,168708,R,42738,R,249382,R,1762698,R,2514589,R,4277287,R,121780,R,1486983,R,1608763,1,R,23827,R,14899,1,R,160.51,R,53,R,29,R,62,R,16.51,R,5,R,10072535,1,R,3337777,R,2403266,R,10733962,R,512317,R,13649545,R,42629,R,3177792,R,3220421,R,30280278,26942501
182795,1,2,R,94057,R,269767,R,65,R,11700,R,38,R,7,R,72865,R,105764,R,342735,R,448499,R,1402,R,5699,R,7101,1,R,815,R,951,1,R,20.75,R,4.5,R,2.25,R,0,R,14,R,0,R,374748,1,R,84404,R,31197,R,232171,R,86532,R,349900,R,0,R,0,R,0,R,809052,724648
182829,1,2,R,35470,R,224202,R,423,R,596,R,0,R,1987,R,330567,R,38053,R,555192,R,593245,R,3083,R,1115288,R,1118371,1,R,155,R,139,1,R,7.5,R,4,R,0,R,0.5,R,3,R,0,R,395640,1,R,146973,R,57108,R,232864,R,3000,R,292972,R,0,R,138350,R,138350,R,973935,826962
182917,2,2,R,26472,R,5700,R,0,R,220,R,0,R,54,R,0,R,26746,R,5700,R,32446,R,889,R,120,R,1009,1,R,4,R,120,1,R,6,R,1,R,1,R,0,R,4,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,,A,,A,,.
182980,1,2,R,107949,R,283977,Z,0,R,1415,R,0,R,60,R,0,R,109424,R,283977,R,393401,R,4666,R,5426,R,10092,1,R,4075,R,751,1,R,12,R,3,R,2,R,0,R,7,R,1,R,358819,2,Z,0,R,10579,R,193519,R,49949,R,254047,R,0,R,1350,R,1350,R,614216,614216
183026,1,2,R,102537,R,916377,Z,0,R,2314,R,161499,R,23,R,262918,R,104874,R,1340794,R,1445668,R,2648,R,6875571,R,6878219,1,R,2092,R,2236,1,R,31.2,R,2.5,R,25.7,R,0,R,3,R,0,R,1937052,1,R,736551,R,43737,R,3246875,R,15265,R,3305877,R,2040,R,148674,R,150714,R,6130194,5393643
183044,1,2,R,955709,R,2295437,R,414,R,129882,R,155278,R,24362,R,182879,R,1109953,R,2634008,R,3743961,R,9066,R,1017420,R,1026486,1,R,11036,R,4637,1,R,64.46,R,15.88,R,11,R,19.91,R,17.67,R,4,R,3545732,1,R,1290939,R,1698406,R,4945474,R,212595,R,6856475,R,0,R,855170,R,855170,R,12548316,11257377
183062,1,2,R,218253,R,288296,R,94,R,14616,R,87099,R,47,R,72753,R,232916,R,448242,R,681158,R,7924,R,56294,R,64218,1,R,1295,R,1225,1,R,13.16,R,3.5,R,3,R,4.63,R,2.03,R,0,R,721211,1,R,246612,R,9858,R,533728,R,0,R,543586,R,10791,R,171086,R,181877,R,1693286,1446674
183080,1,2,R,308672,R,294445,R,72,R,8524,R,210699,R,3787,R,72924,R,320983,R,578140,R,899123,R,8115,R,51646,R,59761,1,R,1082,R,1580,1,R,12.17,R,5,R,2,R,3.88,R,1.29,R,0,R,631998,1,R,206512,R,51799,R,483956,R,16412,R,552167,R,2820,R,137888,R,140708,R,1531385,1324873
183099,1,2,R,42089,R,494040,R,48,R,6480,R,97887,R,106,R,50522,R,48675,R,642497,R,691172,R,2299,R,61565,R,63864,1,R,560,R,76,1,R,1,R,1,R,0,R,0,R,0,R,0,R,173862,1,R,28084,R,146188,R,1677,R,2387,R,150252,R,0,R,0,R,0,R,352198,324114
183105,1,2,R,4712,R,426779,R,82,R,278,R,38948,R,45,R,107605,R,5035,R,573414,R,578449,R,691,R,3393,R,4084,1,R,184,R,691,1,R,2.5,R,1,R,1,R,0,R,0.5,R,0,R,176833,1,R,68019,R,2713,R,29429,R,144,R,32286,R,0,R,843,R,843,R,277981,209962
183114,1,2,R,11612,R,418551,R,89,R,949,R,38872,R,3,R,107701,R,12564,R,565213,R,577777,R,1046,R,7831,R,8877,1,R,200,R,33,1,R,2.25,R,1,R,0,R,1,R,0.25,R,0,R,113754,1,R,58985,R,17823,R,26553,R,0,R,44376,R,0,R,0,R,0,R,217115,158130
183123,1,2,R,4918,R,748061,R,99,R,0,R,3914,R,0,R,140967,R,4918,R,893041,R,897959,R,6,R,11857,R,11863,1,R,4,R,7,1,R,2,R,1,R,0,R,0,R,1,R,0,R,60205,1,R,39888,R,0,R,23658,R,0,R,23658,R,0,R,0,R,0,R,123751,83863
183132,1,2,R,5455,R,297203,R,89,R,407,R,0,R,127,R,38128,R,5989,R,335420,R,341409,R,674,R,31364,R,32038,1,R,19,R,92,1,R,3.98,R,2,R,0,R,1.5,R,0.48,R,0,R,198513,1,R,95196,R,317,R,49768,R,554,R,50639,R,0,R,3873,R,3873,R,348221,253025
183141,1,2,R,5454,R,272915,Z,0,R,219,R,0,R,8,R,88464,R,5681,R,361379,R,367060,R,288,R,6390,R,6678,1,R,35,R,13,1,R,3.1,R,1,R,0,R,2,R,0.1,R,0,R,149352,1,R,49731,R,385,R,88464,R,0,R,88849,R,200,R,1111,R,1311,R,289243,239512
183150,1,2,R,6252,R,476879,R,80,R,493,R,118821,R,0,R,100537,R,6745,R,696317,R,703062,R,101,R,311977,R,312078,1,R,1,R,43,1,R,2,R,2,R,0,R,0,R,0,R,0,R,166112,2,Z,0,R,20,R,121320,R,0,R,121340,R,0,R,892,R,892,R,288344,288344
183211,1,2,R,89405,R,271342,Z,0,R,139136,R,4745,R,320,R,139468,R,228861,R,415555,R,644416,R,13026,R,19339,R,32365,1,R,1472,R,4332,1,R,13.81,R,7.37,R,0,R,4.2,R,2.24,R,1,R,610186,2,Z,0,R,87739,R,319879,R,24125,R,431743,R,0,R,104976,R,104976,R,1146905,1146905
183239,1,2,R,202577,R,257353,R,129,R,12172,R,85654,R,2603,R,49729,R,217352,R,392865,R,610217,R,4146,R,146252,R,150398,1,R,1198,R,1125,1,R,19,R,7,R,0,R,9,R,3,R,0,R,731781,2,Z,0,R,93912,R,520455,R,54726,R,669093,R,6835,R,83850,R,90685,R,1491559,1491559
183248,2,2,R,125,R,600,Z,0,R,70,R,3000,R,0,R,0,R,195,R,3600,R,3795,R,125,R,900,R,1025,2,A,,A,,1,R,0.2,R,0,R,0.2,R,0,R,0,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,,A,,A,,.
183257,1,1,A,,R,452124,R,24,A,,R,0,A,,R,0,A,,R,452148,R,452148,A,,R,72540,R,72540,1,R,0,R,7,1,R,1,R,1,R,0,R,0,R,0,R,0,R,61727,1,R,23765,R,2000,R,117518,R,0,R,119518,R,0,R,0,R,0,R,205010,181245
183275,2,2,R,47433,R,0,R,0,R,72,R,0,R,43579,R,0,R,91084,R,0,R,91084,R,747,R,0,R,747,1,R,27,R,9,1,R,1,R,1,R,0,R,0,R,0,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,,A,,A,,.
183488,2,2,R,4500,R,33050,Z,0,R,120,R,95,R,40,Z,0,R,4660,R,33145,R,37805,R,3675,R,575,R,4250,2,A,,A,,1,R,2,R,0,R,1,R,1,R,0,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,,A,,A,,.
183600,2,2,R,230,R,0,R,3,R,80,R,0,R,0,R,0,R,310,R,3,R,313,R,74,R,410,R,484,1,R,0,R,410,1,R,1,R,1,R,0,R,0,R,0,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,,A,,A,,.
183655,1,2,R,72861,R,276536,R,47,R,19,R,325228,R,33,R,39202,R,72913,R,641013,R,713926,R,3176,R,91255,R,94431,1,R,253,R,263,1,R,17.77,R,4.61,R,0,R,10.29,R,2.87,R,2,R,601657,1,R,214422,R,16908,R,114033,R,0,R,130941,R,0,R,20745,R,20745,R,967765,753343
183743,1,2,R,121667,R,84352,R,98,R,5659,R,142182,R,188,R,73735,R,127514,R,300367,R,427881,R,11835,R,176632,R,188467,1,R,1069,R,77,1,R,23,R,12,R,3,R,8,R,0,R,1,R,1750242,2,Z,0,R,69841,R,294374,R,32689,R,396904,R,3914,R,80612,R,84526,R,2231672,2231672
183789,1,2,R,38807,R,369000,R,86,R,790,R,91785,R,0,R,69558,R,39597,R,530429,R,570026,R,185,R,20961,R,21146,1,R,0,R,0,1,R,3.43,R,3.43,R,0,R,0,R,0,R,2,R,197805,1,R,11103,R,4029,R,89392,R,18298,R,111719,R,0,R,34188,R,34188,R,354815,343712
