UNITID,LEXP100K,LCOLELYN,XLPBOOKS,LPBOOKS,XLEBOOKS,LEBOOKS,XLEDATAB,LEDATAB,XLPMEDIA,LPMEDIA,XLEMEDIA,LEMEDIA,XLPSERIA,LPSERIA,XLESERIA,LESERIA,XLPCOLLC,LPCLLCT,XLECOLLC,LECLLCT,XLTCLLCT,LTCLLCT,XLPCRCLT,LPCRCLT,XLECRCLT,LECRCLT,XLTCRCLT,LTCRCLT,LILLDYN,XLILLDPR,LILLDPR,XLILLDRC,LILLDRC,LILSYN,XLSTOTAL,LSTOTAL,XLSLIBRN,LSLIBRN,XLSOPROF,LSOPROF,XLSOPAID,LSOPAID,XLSSTAST,LSSTAST,XLBRANCH,LBRANCH,XSALWAG,LSALWAG,LFRNGBYN,XLFRNGBN,LFRNGBN,XLEXMSBB,LEXMSBB,XLEXMSCS,LEXMSCS,XLEXMSOT,LEXMSOT,XLEXMSTL,LEXMSTL,XLEXOMPS,LEXOMPS,XLEXOMOT,LEXOMOT,XLEXOMTL,LEXOMTL,XLEXPTOT,LEXPTOT,LSWMSOM 
168528,1,2,R,111500,R,317629,R,88,R,2395,R,82941,R,550,R,0,R,114445,R,400658,R,515103,R,610,R,1225,R,1835,1,R,206,R,400,1,R,6.11,R,2,R,0,R,0,R,4.11,R,0,R,227101,2,Z,0,R,2270,R,239658,R,11741,R,253669,R,0,R,49565,R,49565,R,530335,530335
168546,1,2,R,196924,R,1012753,R,156,R,7769,R,363733,R,1645,R,96573,R,206338,R,1473215,R,1679553,R,4461,R,27447,R,31908,1,R,2621,R,825,1,R,9.3,R,4,R,0,R,2.5,R,2.8,R,0,R,429461,2,Z,0,R,22367,R,362126,R,2760,R,387253,R,2069,R,106729,R,108798,R,925512,925512
168591,1,2,R,112021,R,250000,R,84,R,2984,R,0,R,3,R,195000,R,115008,R,445084,R,560092,R,3071,R,67223,R,70294,1,R,1906,R,652,1,R,6,R,3,R,0,R,1,R,2,R,0,R,245601,1,R,64892,R,44642,R,339500,R,47874,R,432016,R,485,R,72598,R,73083,R,815592,750700
168607,1,2,R,14393,R,3766,R,2,R,251,Z,0,R,25,Z,0,R,14669,R,3768,R,18437,R,565,R,308,R,873,1,R,10,R,8,1,R,2.75,R,0,R,2.75,R,0,R,0,R,0,R,200946,1,R,87823,R,4983,R,27678,R,3491,R,36152,R,0,R,0,R,0,R,324921,237098
168740,1,2,R,669511,R,2120004,R,228,R,47030,R,23708,R,1281,R,148829,R,717822,R,2292769,R,3010591,R,33650,R,248361,R,282011,1,R,12185,R,2500,1,R,29,R,9,R,0,R,4,R,16,R,2,R,871033,1,R,370002,R,114185,R,1006020,R,22736,R,1142941,R,16340,R,186079,R,202419,R,2586395,2216393
168786,1,2,R,85729,R,528632,R,63,R,7802,R,122850,R,272,R,35,R,93803,R,651580,R,745383,R,3490,R,37683,R,41173,1,R,713,R,557,1,R,8,R,2.5,R,0.5,R,2,R,3,R,0,R,295460,1,R,71524,R,7695,R,167087,R,13231,R,188013,R,0,R,67714,R,67714,R,622711,551187
168847,1,2,R,0,R,935568,R,131,R,0,R,120466,C,0,R,123336,C,0,R,1179501,C,1179501,R,0,R,79133,R,79133,1,R,0,R,94,1,R,8.5,R,3,R,4.5,R,0,R,1,R,3,R,410801,1,R,185996,R,111853,R,674111,R,256079,R,1042043,R,0,R,60209,R,60209,R,1699049,1513053
168883,1,2,R,24457,R,286889,R,59,R,3593,R,57341,R,334,R,22277,R,28384,R,366566,R,394950,R,1200,R,8903,R,10103,1,R,151,R,7,1,R,2.57,R,1,R,0.81,R,0,R,0.76,R,0,R,105742,1,R,43996,R,15403,R,22247,R,0,R,37650,R,808,R,2974,R,3782,R,191170,147174
169080,1,2,R,539149,R,581540,R,232,R,101081,R,0,R,5793,R,111005,R,646023,R,692777,R,1338800,R,16657,R,245807,R,262464,1,R,17283,R,3838,1,R,20.2,R,6.5,R,4,R,3.3,R,6.4,R,0,R,1036054,2,Z,0,R,260601,R,929168,R,142484,R,1332253,R,9644,R,102275,R,111919,R,2480226,2480226
169220,1,2,R,7071,R,5047,R,23,R,231,R,50,R,4,R,1,R,7306,R,5121,R,12427,R,867,R,21308,R,22175,1,R,77,R,1125,1,R,2.15,R,1.75,R,0,R,0.32,R,0.08,R,0,R,139475,1,R,20251,R,3525,R,41471,R,1090,R,46086,R,0,R,6628,R,6628,R,212440,192189
169248,1,2,R,636375,R,1048504,R,260,R,35017,R,208197,R,8438,R,177789,R,679830,R,1434750,R,2114580,R,7189,R,73409,R,80598,1,R,15162,R,10785,1,R,59.66,R,20.64,R,6.5,R,18.6,R,13.92,R,0,R,2902002,1,R,1034546,R,310215,R,3067535,R,47060,R,3424810,R,66078,R,746184,R,812262,R,8173620,7139074
169275,1,2,R,44450,R,684,R,18,R,964,R,46083,R,108,R,9,R,45522,R,46794,R,92316,R,2868,R,62569,R,65437,1,R,1022,R,491,1,R,13,R,6,R,3,R,0,R,4,R,1,R,581974,1,R,261011,R,48173,R,107267,R,7958,R,163398,R,0,R,8231,R,8231,R,1014614,753603
169327,2,1,A,,R,377000,R,19,A,,Z,0,A,,Z,0,A,,R,377019,R,377019,A,,R,25000,R,25000,2,A,,A,,1,R,0.5,R,0,R,0,R,0.5,R,0,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,,A,,A,,.
169363,1,2,R,86815,R,485467,R,40,R,4670,R,0,R,71,R,11,R,91556,R,485518,R,577074,R,597,R,11846,R,12443,1,R,53,R,112,1,R,6,R,2,R,0,R,0,R,4,R,0,R,125853,1,R,15222,R,3228,R,62877,R,0,R,66105,R,0,R,30367,R,30367,R,237547,222325
169424,1,2,R,40028,R,0,R,70,R,5253,R,0,R,8231,R,52,R,53512,R,122,R,53634,R,10837,R,4124,R,14961,1,R,1089,R,342,1,R,4.5,R,2.5,R,0,R,0.5,R,1.5,R,0,R,254843,1,R,73646,R,18000,R,15000,R,9000,R,42000,R,20000,R,15000,R,35000,R,405489,331843
169442,1,2,R,73580,R,4355,R,108,R,6569,R,0,R,201,R,88,R,80350,R,4551,R,84901,R,5719,R,1377,R,7096,1,R,1203,R,438,1,R,7.5,R,4,R,0,R,2.5,R,1,R,0,R,346627,2,Z,0,R,81001,R,99026,R,1946,R,181973,R,0,R,34659,R,34659,R,563259,563259
169479,1,2,R,16510,R,762683,R,98,R,376,R,2838,R,6,R,134474,R,16892,R,900093,R,916985,R,280,R,491709,R,491989,1,R,23,R,345,1,R,11,R,8,R,0,R,3,R,0,R,3,R,538153,2,Z,0,R,40919,R,333018,R,658,R,374595,R,8000,R,73664,R,81664,R,994412,994412
169521,1,2,R,37435,R,1131,R,42,R,646,R,0,R,75,R,11,R,38156,R,1184,R,39340,R,6437,R,81552,R,87989,1,R,3578,R,934,1,R,10.18,R,5.24,R,0,R,2.25,R,2.69,R,0,R,441429,2,R,0,R,17788,R,68164,R,6913,R,92865,R,374,R,53449,R,53823,R,588117,588117
169655,1,2,R,1150,R,0,Z,0,R,0,R,1198,R,277,R,0,R,1427,R,1198,R,2625,R,5231,R,359616,R,364847,2,A,,A,,1,R,3,R,3,R,0,R,0,R,0,R,1,R,170000,1,R,17850,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,187850,170000
169716,1,2,R,387378,R,1398628,R,230,R,196241,R,88420,R,10816,R,393989,R,594435,R,1881267,R,2475702,R,5035,R,403974,R,409009,1,R,3848,R,303,1,R,33.2,R,16,R,1,R,8,R,8.2,R,2,R,2163570,1,R,504281,R,129958,R,1877980,R,70407,R,2078345,R,17285,R,226111,R,243396,R,4989592,4485311
169761,2,1,A,,R,19008,R,17093,A,,R,14771,A,,R,5045,A,,R,55917,R,55917,A,,R,2624,R,2624,2,A,,A,,2,A,,A,,A,,A,,A,,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,,A,,A,,.
169798,1,2,R,755305,R,861497,R,361,R,934183,R,113044,R,60,R,259047,R,1689548,R,1233949,R,2923497,R,10723,R,103732,R,114455,1,R,5331,R,2810,1,R,43.22,R,19.8,R,4,R,15,R,4.42,R,0,R,2744803,1,R,1063596,R,373915,R,2688468,R,170645,R,3233028,R,43147,R,262466,R,305613,R,7347040,6283444
169910,1,2,R,200522,R,1267436,R,178,R,5269,R,53171,R,6677,R,340937,R,212468,R,1661722,R,1874190,R,5133,R,252430,R,257563,1,R,7871,R,1759,1,R,27.19,R,9,R,9,R,0.6,R,8.59,R,2,R,1368937,1,R,534252,R,24703,R,934562,R,60071,R,1019336,R,0,R,362018,R,362018,R,3284543,2750291
169974,1,2,R,18583,R,479085,R,34,R,150,R,1886,R,0,R,92465,R,18733,R,573470,R,592203,R,278,R,3305,R,3583,1,R,105,R,63,1,R,6.6,R,1,R,1,R,3.8,R,0.8,R,1,R,283824,1,R,174140,R,7632,R,27797,R,2509,R,37938,R,344,R,62283,R,62627,R,558529,384389
169983,1,2,R,37787,R,717136,R,217,R,103,R,101340,R,655,R,271348,R,38545,R,1090041,R,1128586,R,511,R,42029,R,42540,1,R,409,R,240,1,R,11.4,R,6.6,R,3,R,1.6,R,0.2,R,0,R,536754,1,R,151357,R,27007,R,476682,R,56414,R,560103,R,0,R,162679,R,162679,R,1410893,1259536
169992,2,2,R,19797,R,0,R,5,R,394,R,0,R,66,R,0,R,20257,R,5,R,20262,R,54,R,6442,R,6496,2,A,,A,,1,R,0.2,R,0,R,0,R,0,R,0.2,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,,A,,A,,.
170000,1,2,R,43036,R,27683,R,175,R,513,R,2160,R,20,R,188090,R,43569,R,218108,R,261677,R,3769,R,46075,R,49844,1,R,4,R,10,1,R,4.5,R,1,R,0,R,0,R,3.5,R,0,R,72333,1,R,21472,R,10706,R,12248,R,6189,R,29143,R,0,R,2996,R,2996,R,125944,104472
170037,1,2,R,88916,R,286941,R,192,R,3893,R,220157,R,269,R,95152,R,93078,R,602442,R,695520,R,14785,R,101291,R,116076,1,R,6556,R,683,1,R,11,R,3.5,R,3.5,R,0,R,4,R,0,R,378521,1,R,85797,R,145428,R,242575,R,14433,R,402436,R,1291,R,130879,R,132170,R,998924,913127
170055,1,2,R,71442,R,470882,R,151,R,1819,R,84429,R,441,R,70815,R,73702,R,626277,R,699979,R,8583,R,196180,R,204763,1,R,1053,R,362,1,R,17,R,7,R,1,R,5,R,4,R,0,R,928724,1,R,438788,R,64882,R,68892,R,400098,R,533872,R,0,R,203044,R,203044,R,2104428,1665640
170082,1,2,R,309861,R,1533146,R,387,R,14241,R,88714,R,3773,R,83108,R,327875,R,1705355,R,2033230,R,13060,R,741711,R,754771,1,R,1765,R,2484,1,R,83,R,31,R,8,R,23,R,21,R,4,R,3921895,1,R,1526903,R,460499,R,4278411,R,12282,R,4751192,R,28822,R,535815,R,564637,R,10764627,9237724
170091,2,2,R,41047,R,558630,R,2,R,1159,R,11021,R,146,R,19362,R,42352,R,589015,R,631367,R,2684,R,75354,R,78038,1,R,203,R,28,1,R,2.7,R,1,R,0,R,0,R,1.7,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,,A,,A,,.
170240,1,2,R,45606,R,465535,R,207,R,157,R,5440,R,39,R,137655,R,45802,R,608837,R,654639,R,4747,R,78346,R,83093,1,R,875,R,963,1,R,12,R,4,R,4,R,1,R,3,R,0,R,642527,1,R,396764,R,31355,R,24318,R,89435,R,145108,R,0,R,5335,R,5335,R,1189734,792970
170286,1,2,R,246660,R,1516005,R,604,R,18867,R,205272,R,2243,R,140332,R,267770,R,1862213,R,2129983,R,35399,R,429184,R,464583,1,R,1428,R,1160,1,R,17.99,R,6,R,0,R,6.5,R,5.49,R,0,R,728218,1,R,199167,R,157338,R,705871,R,0,R,863209,R,18588,R,334313,R,352901,R,2143495,1944328
170301,1,2,R,241240,R,1090770,R,167,R,22908,R,206684,R,2089,R,135788,R,266237,R,1433409,R,1699646,R,13062,R,38506,R,51568,1,R,6965,R,1400,1,R,27.22,R,11,R,0,R,10,R,6.22,R,1,R,1370085,1,R,462049,R,136515,R,764267,R,19446,R,920228,R,5515,R,201827,R,207342,R,2959704,2497655
170444,1,2,R,30160,R,655684,R,136,R,279,R,0,R,88,R,54839,R,30527,R,710659,R,741186,R,617,R,42122,R,42739,1,R,513,R,164,1,R,4.28,R,2.53,R,0,R,1,R,0.75,R,0,R,216324,1,R,111293,R,10098,R,80590,R,1894,R,92582,R,494,R,49335,R,49829,R,470028,358735
170532,1,2,R,233112,R,974524,R,1299,R,2268,R,15512,R,1188,R,198720,R,236568,R,1190055,R,1426623,R,2810,P,50704,P,53514,1,R,106,R,752,1,R,17.61,R,7.28,R,0,R,1.59,R,8.74,R,0,R,522188,1,R,245159,R,122127,R,196823,R,208534,R,527484,R,3117,R,105936,R,109053,R,1403884,1158725
170541,1,2,R,43614,R,129573,R,114,R,1487,R,0,R,179,R,6,R,45280,R,129693,R,174973,R,6601,R,7781,R,14382,1,R,774,R,221,1,R,13,R,2,R,5,R,5,R,1,R,1,R,612493,1,R,203049,R,35528,R,125384,R,4451,R,165363,R,2470,R,109537,R,112007,R,1092912,889863
170550,1,2,R,49593,R,696407,R,147,R,2043,R,31822,R,9,R,379463,R,51645,R,1107839,R,1159484,R,1778,R,78170,R,79948,1,R,1070,R,579,1,R,7.97,R,3,R,2.5,R,1.25,R,1.22,R,0,R,477103,1,R,246690,R,7745,R,103795,R,10569,R,122109,R,550,R,59,R,609,R,846511,599821
170587,1,2,R,17771,R,5241,R,108,R,724,R,0,R,41,R,1,R,18536,R,5350,R,23886,R,1471,R,7675,R,9146,1,R,111,R,41,1,R,2.55,R,1,R,0.7,R,0.85,R,0,R,0,R,153783,1,R,68624,R,31797,R,31432,R,3830,R,67059,R,169,R,16577,R,16746,R,306212,237588
170620,1,2,R,13999,R,27326,R,51,R,814,R,81381,R,30,R,20767,R,14843,R,129525,R,144368,R,758,R,27327,R,28085,1,R,75,R,97,1,R,3.4,R,1,R,1,R,0.63,R,0.77,R,0,R,165598,1,R,100893,R,27756,R,112711,R,5298,R,145765,R,0,R,3774,R,3774,R,416030,315137
170639,1,2,R,233664,R,989363,R,135,R,32967,R,83298,R,1379,R,118677,R,268010,R,1191473,R,1459483,R,1520,R,31068,R,32588,1,R,636,R,665,1,R,7.75,R,2,R,3,R,0,R,2.75,R,0,R,244806,1,R,124383,R,17014,R,226077,R,35640,R,278731,R,0,R,14832,R,14832,R,662752,538369
170657,1,2,R,49063,R,657212,R,143,R,127,R,51587,R,113,R,98607,R,49303,R,807549,R,856852,R,5784,R,219434,R,225218,1,R,1098,R,205,1,R,27.8,R,9.8,R,7,R,4,R,7,R,0,R,1137976,1,R,523595,R,93364,R,329350,R,0,R,422714,R,0,R,103554,R,103554,R,2187839,1664244
170675,1,2,R,45397,R,968146,R,108,R,3635,R,695534,R,782,R,105002,R,49814,R,1768790,R,1818604,R,5092,R,99676,R,104768,1,R,308,R,156,1,R,13.5,R,7,R,0,R,1.5,R,5,R,0,R,476867,1,R,52384,R,2441,R,661129,R,9206,R,672776,R,9293,R,65539,R,74832,R,1276859,1224475
170790,1,2,R,182673,R,828090,R,159,R,5934,R,117099,R,61914,R,4,R,250521,R,945352,R,1195873,R,3735,R,293684,R,297419,1,R,1616,R,65,1,R,29,R,4,R,6,R,19,R,0,R,2,R,1034818,1,R,553060,R,36307,R,261965,R,100188,R,398460,R,1882,R,7170,R,9052,R,1995390,1442330
170806,1,2,R,73016,R,469988,R,152,R,3097,R,81958,R,25,R,79971,R,76138,R,632069,R,708207,R,678,R,83828,R,84506,1,R,42,R,32,1,R,12,R,2,R,2,R,0,R,8,R,1,R,174616,1,R,32296,R,26098,R,125089,R,118787,R,269974,R,0,R,1771,R,1771,R,478657,446361
170967,1,2,R,38786,R,9530,R,60,R,7897,R,2031,R,16,R,76048,R,46699,R,87669,R,134368,R,1732,R,15709,R,17441,1,R,1252,R,425,1,R,3.88,R,3,R,0.59,R,0,R,0.29,R,0,R,152322,2,Z,0,R,3510,R,57457,R,91,R,61058,R,0,R,33730,R,33730,R,247110,247110
170976,1,2,R,5383984,R,5226138,R,2914,R,815784,R,386229,R,228062,R,359851,R,6427830,R,5975132,R,12402962,R,110300,R,9182605,R,9292905,1,R,35027,R,21385,1,R,574,R,221,R,0,R,303,R,50,R,10,R,38150246,1,R,12169338,R,9383230,R,21894496,R,1579267,R,32856993,R,167424,R,9304046,R,9471470,R,92648047,80478709
171100,1,2,R,4585609,R,4243657,R,2291,R,215488,R,344764,R,1049398,R,330212,R,5850495,R,4920924,R,10771419,R,55182,R,4339187,R,4394369,1,R,17099,R,9333,1,R,252,R,85,R,122,R,0,R,45,R,2,R,15876021,2,Z,0,R,6189113,R,17243048,R,245564,R,23677725,R,0,R,2255778,R,2255778,R,41809524,41809524
171128,1,2,R,372445,R,290882,R,171,R,5533,R,4012,R,14081,R,79669,R,392059,R,374734,R,766793,R,3526,R,704297,R,707823,1,R,3571,R,5850,1,R,27.2,R,9,R,8,R,6.4,R,3.8,R,0,R,1271056,1,R,525207,R,18873,R,3054401,R,78697,R,3151971,R,7295,R,347275,R,354570,R,5302804,4777597
171137,1,2,R,189867,R,1303057,R,1024,R,2723,R,73053,R,225,R,161877,R,192815,R,1539011,R,1731826,R,8591,R,26592,R,35183,1,R,1854,R,1470,1,R,26.76,R,14,R,6,R,4,R,2.76,R,0,R,1506513,2,Z,0,R,165600,R,877834,R,15673,R,1059107,R,521,R,110076,R,110597,R,2676217,2676217
171146,1,2,R,300831,R,4173179,R,1000,R,6072,R,0,R,2067,R,321092,R,308970,R,4495271,R,4804241,R,6090,P,51667,P,57757,1,R,2251,R,326,1,R,15.35,R,9,R,3,R,0,R,3.35,R,1,R,802957,1,R,267891,R,8756,R,955713,R,0,R,964469,R,2347,R,8249,R,10596,R,2045913,1778022
171155,1,2,R,5235,R,0,R,2,R,645,R,0,Z,0,Z,0,R,5880,R,2,R,5882,R,650,R,4,R,654,1,R,967,R,113,1,R,8,R,2,R,0,R,0,R,6,R,0,R,127910,1,R,83221,R,929,R,51044,R,7700,R,59673,R,0,R,4500,R,4500,R,275304,192083
171225,1,2,R,11874,R,340510,R,158,R,1859,R,112718,R,186,R,31772,R,13919,R,485158,R,499077,R,1613,R,31388,R,33001,1,R,29,R,26,1,R,4.5,R,1.5,R,0,R,3,R,0,R,0,R,252449,1,R,94114,R,16126,R,202000,R,0,R,218126,R,0,R,8263,R,8263,R,572952,478838
171234,1,2,R,21656,R,0,R,72,R,161,R,0,R,5,R,0,R,21822,R,72,R,21894,R,1209,R,8688,R,9897,2,A,,A,,1,R,2.21,R,0.63,R,1.25,R,0.33,R,0,R,0,R,97749,1,R,67406,R,3190,R,12483,R,7324,R,22997,R,0,R,0,R,0,R,188152,120746
171304,1,2,R,64409,R,350000,R,82,R,3089,R,0,R,581,R,70223,R,68079,R,420305,R,488384,R,1671,R,39344,R,41015,1,R,81,R,26,1,R,5,R,2,R,2,R,0,R,1,R,0,R,283051,1,R,162509,R,26527,R,106517,R,3306,R,136350,R,785,R,27990,R,28775,R,610685,448176
171395,1,2,R,19768,R,810651,R,24,R,402,R,43187,R,27,R,87603,R,20197,R,941465,R,961662,R,478,R,28601,R,29079,1,R,35,R,34,1,R,4,R,1,R,0,R,2,R,1,R,0,R,157673,2,Z,0,R,48588,R,76752,R,5087,R,130427,R,0,R,8748,R,8748,R,296848,296848
171456,1,2,R,239154,R,527066,Z,0,R,11912,R,82269,R,2019,R,92321,R,253085,R,701656,R,954741,R,9252,R,33083,R,42335,1,R,4775,R,5223,1,R,19.98,R,7.08,R,1,R,7.9,R,4,R,0,R,1005364,1,R,486641,R,17643,R,757396,R,915932,R,1690971,R,4810,R,62343,R,67153,R,3250129,2763488
171483,1,2,R,31926,R,569141,R,51,R,513,R,1124,R,140,R,80050,R,32579,R,650366,R,682945,R,2576,R,32314,R,34890,1,R,676,R,290,1,R,6.11,R,3.8,R,0,R,1.75,R,0.56,R,0,R,349789,1,R,183772,R,21845,R,75890,R,17168,R,114903,R,1077,R,30561,R,31638,R,680102,496330
171492,1,2,R,17796,R,0,R,30,R,229,R,0,R,48,R,0,R,18073,R,30,R,18103,R,349,R,1,R,350,1,R,325,R,70,1,R,14,R,1,R,1,R,1,R,11,R,0,R,102000,1,R,34116,R,3000,R,229000,R,4000,R,236000,R,0,R,0,R,0,R,372116,338000
171535,1,2,R,169395,R,308336,R,130,R,3974,R,65841,R,738,R,5530,R,174107,R,379837,R,553944,R,19205,R,264114,R,283319,1,R,2531,R,136,1,R,35.05,R,14.5,R,3,R,16,R,1.55,R,5,R,2495221,2,Z,0,R,112965,R,316851,R,2695,R,432511,R,0,R,146418,R,146418,R,3074150,3074150
171571,1,2,R,592442,R,1081601,R,205,R,105948,R,346689,R,3709,R,93483,R,702099,R,1521978,R,2224077,R,8286,R,530553,R,538839,1,R,5083,R,4057,1,R,56,R,17,R,10,R,15,R,14,R,0,R,3062683,1,R,1173403,R,220792,R,2931383,R,107750,R,3259925,R,38237,R,737051,R,775288,R,8271299,7097896
171599,2,2,R,64000,R,0,R,10,R,0,R,0,R,22,R,0,R,64022,R,10,R,64032,R,325,R,51500,R,51825,1,R,105,R,65,1,R,14,R,1,R,0,R,0,R,13,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,,A,,A,,.
171881,1,2,R,51901,R,616721,R,109,R,757,R,38617,R,70,R,141664,R,52728,R,797111,R,849839,R,2367,R,5057,R,7424,1,R,167,R,43,1,R,4.5,R,1,R,0.5,R,0,R,3,R,0,R,73416,1,R,7661,R,4452,R,21918,R,47457,R,73827,R,0,R,33779,R,33779,R,188683,181022
172033,1,2,R,136527,R,22152,R,7,R,1158,R,0,R,379,R,70,R,138064,R,22229,R,160293,R,1937,R,3732,R,5669,1,R,128,R,100,1,R,3.17,R,2,R,0,R,1,R,0.17,R,0,R,147843,1,R,75769,R,18134,R,108621,R,3235,R,129990,R,8149,R,22905,R,31054,R,384656,308887
172051,1,2,R,135955,R,248712,R,131,R,6684,R,83076,R,461,R,60343,R,143100,R,392262,R,535362,R,9740,R,621339,R,631079,1,R,2498,R,1384,1,R,23,R,9,R,1,R,7,R,6,R,0,R,1067851,2,Z,0,R,43040,R,827305,R,2309,R,872654,R,0,R,213766,R,213766,R,2154271,2154271
172200,1,2,R,56606,R,392711,R,142,R,1056,Z,0,R,191,Z,0,R,57853,R,392853,R,450706,R,1352,R,5062,R,6414,1,R,0,R,43,1,R,6.73,R,2.5,R,0.73,R,1.5,R,2,R,0,R,351430,1,R,132109,R,6940,R,165524,R,1516,R,173980,R,8333,R,15889,R,24222,R,681741,549632
172264,1,2,R,74641,R,233977,R,89,R,978,R,0,R,85,R,88474,R,75704,R,322540,R,398244,R,2706,R,996,R,3702,1,R,988,R,12,1,R,12,R,1,R,1,R,0,R,10,R,0,R,93456,2,Z,0,R,944,R,104789,R,74,R,105807,R,0,R,54164,R,54164,R,253427,253427
172291,1,2,R,52777,R,1205155,R,179,R,999,R,137814,R,7,R,133761,R,53783,R,1476909,R,1530692,R,763,R,244750,R,245513,1,R,53,R,21,1,R,9,R,2.5,R,1,R,4,R,1.5,R,0,R,344210,1,R,204379,R,37349,R,281380,R,0,R,318729,R,0,R,56222,R,56222,R,923540,719161
172307,1,2,R,18602,R,1858,R,49,R,1773,R,1,R,3,R,25250,R,20378,R,27158,R,47536,R,3149,R,1357,R,4506,1,R,155,R,168,1,R,4.4,R,2,R,0,R,1.4,R,1,R,0,R,162381,1,R,75820,R,26265,R,43048,R,4099,R,73412,R,0,R,4099,R,4099,R,315712,239892
172334,1,2,R,99190,R,319714,R,121,R,6098,R,248,R,1104,R,61567,R,106392,R,381650,R,488042,R,3948,R,119323,R,123271,1,R,954,R,2828,1,R,7.75,R,1.38,R,3.09,R,0,R,3.28,R,1,R,314881,1,R,35274,R,25147,R,121305,R,9953,R,156405,R,1478,R,104048,R,105526,R,612086,576812
172477,1,2,R,116781,R,675993,R,135,R,39639,R,0,R,51288,R,16474,R,207708,R,692602,R,900310,R,1319,R,19186,R,20505,1,R,12,R,15,1,R,14.1,R,6.6,R,0,R,6.4,R,1.1,R,1,R,849975,1,R,385106,R,12263,R,1090426,R,341850,R,1444539,R,0,R,166981,R,166981,R,2846601,2461495
172608,1,2,R,25584,R,851270,R,122,R,354,R,90285,R,856,R,177964,R,26794,R,1119641,R,1146435,R,116,R,388629,R,388745,2,A,,A,,1,R,2,R,2,R,0,R,0,R,0,R,0,R,122259,1,R,17495,R,1109,R,280154,R,0,R,281263,R,0,R,3514,R,3514,R,424531,407036
172617,1,2,R,64331,R,241508,R,88,R,2292,R,53962,R,102,R,226174,R,66725,R,521732,R,588457,R,7357,R,24957,R,32314,1,R,811,R,150,1,R,15,R,7,R,0,R,6.5,R,1.5,R,0,R,815313,1,R,426184,R,36370,R,210324,R,12157,R,258851,R,0,R,195606,R,195606,R,1695954,1269770
172635,1,2,R,48476,R,336357,R,340,R,1893,R,27778,R,235,R,74976,R,50604,R,439451,R,490055,R,644,R,119508,R,120152,1,R,66,R,143,1,R,11.54,R,4,R,7.54,R,0,R,0,R,5,R,715491,1,R,386020,R,49927,R,108223,R,0,R,158150,R,0,R,226569,R,226569,R,1486230,1100210
172644,1,2,R,1520955,R,2245993,R,599,R,218804,R,144053,R,60143,R,191312,R,1799902,R,2581957,R,4381859,R,9007,R,1424533,R,1433540,1,R,11321,R,12891,1,R,128,R,33,R,22,R,48,R,25,R,4,R,6275569,2,Z,0,R,3515657,R,8926554,R,314238,R,12756449,R,0,R,2153902,R,2153902,R,21185920,21185920
172671,1,2,R,10188,R,1217,R,9,R,889,R,12,R,153,R,0,R,11230,R,1238,R,12468,R,923,R,402,R,1325,1,R,0,R,16,1,R,4.5,R,1,R,1.5,R,0,R,2,R,0,R,136965,1,R,109403,R,8057,R,22765,R,3975,R,34797,R,0,R,2836,R,2836,R,284001,174598
172699,1,2,R,952241,R,1174770,R,713,R,56869,R,316109,R,16685,R,123839,R,1025795,R,1615431,R,2641226,R,18911,R,1032986,R,1051897,1,R,9160,R,4432,1,R,66.01,R,20,R,3,R,30.12,R,12.89,R,2,R,3797258,1,R,1861221,R,338542,R,4806880,R,111380,R,5256802,R,15516,R,1669269,R,1684785,R,12600066,10738845
172705,1,2,R,76918,R,580208,R,142,R,2436,R,155998,R,966,R,116071,R,80320,R,852419,R,932739,R,2540,R,11092,R,13632,1,R,84,R,146,1,R,5,R,2,R,0,R,1,R,2,R,0,R,181593,1,R,69010,R,48072,R,31868,R,4022,R,83962,R,28598,R,36732,R,65330,R,399895,330885
172866,2,2,R,1200,R,15000,R,10,R,30,R,0,R,350,R,0,R,1580,R,15010,R,16590,R,100,R,48,R,148,2,A,,A,,1,R,1,R,1,R,0,R,0,R,0,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,,A,,A,,.
172918,1,2,R,1188,R,55928,R,78,R,28,R,44410,R,28,R,81275,R,1244,R,181691,R,182935,R,181,R,20241,R,20422,1,R,0,R,61,1,R,4.91,R,0,R,0,R,0.91,R,4,R,0,R,48866,1,R,17269,R,2380,R,37444,R,2486,R,42310,R,0,R,45532,R,45532,R,153977,136708
172954,1,2,R,5929,R,351889,R,29,R,537,R,9240,R,1,R,67726,R,6467,R,428884,R,435351,R,63,R,93,R,156,1,R,44,R,33,1,R,1.4,R,0.4,R,1,R,0,R,0,R,0,R,84106,1,R,25298,R,2778,R,11014,R,21273,R,35065,R,0,R,21273,R,21273,R,165742,140444
172963,1,2,R,35994,R,15627,R,58,R,1406,R,72680,R,0,R,0,R,37400,R,88365,R,125765,R,1463,R,742,R,2205,1,R,117,R,619,1,R,6,R,3,R,1.5,R,0,R,1.5,R,1,R,288681,1,R,117748,R,13428,R,104050,R,28146,R,145624,R,0,R,72339,R,72339,R,624392,506644
